Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	7	de vier kubus aan de rechterkant en	5	B	24, 28
3	4	aan de bovenkant en	13	B	17, 25, 29
3	4	aan de rechterkant en	12	B	17, 24, 28
2	3	aan de voorkant	9	B	17, 25
2	3	ja dat zijn	6	B	22, 27
3	2	dat zijn	13	B	15, 22, 27
3	2	de voorkant	13	B	17, 25, 29
3	2	vier kubus	12	B	17, 24, 28
2	2	deze hebben	8	B	17, 24
2	2	en de	2	B	28, 29
5	1	de	13	B	17, 24, 25, 28, 29
4	1	ja	17	B	11, 13, 22, 27
4	1	zijn	14	B	15, 22, 27, 28
2	1	dit	19	B	10, 28
2	1	even	5	B	17, 21
2	1	okee	3	B	12, 14
2	1	twee	5	B	24, 28
2	1	vorm	5	B	24, 28

