Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	dat zijn dan nummertje	9	A	22, 30
2	3	ja dat zijn	20	A	11, 30
2	3	ja dit zijn	7	A	25, 31
2	3	met die glijbaan	7	A	25, 31
3	2	dat zijn	20	A	11, 22, 30
2	2	eigenlijk met	15	A	11, 25
2	2	en dan	2	A	10, 11
2	2	ja ja	21	A	10, 30
2	2	met die	7	A	25, 31
10	1	ja	24	A	8, 10, 11, 20, 21, 25, 26, 29, 30, 31
5	1	dan	22	A	9, 10, 11, 22, 30
4	1	dat	20	A	11, 22, 26, 30
4	1	met	21	A	11, 25, 26, 31
3	1	en	17	A	10, 11, 26
3	1	glijbaan	21	A	11, 25, 31
3	1	nummertje	21	A	10, 22, 30
2	1	die	7	A	25, 31
2	1	er	2	A	10, 11
2	1	ok	3	A	20, 22
2	1	plateau	15	A	11, 25

