Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
7	7	2	dat zijn	16	32	1	B	4, 16, 18, 27, 28, 29, 35
4	4	2	dit zijn	19	19	1	B	11, 19, 23, 29
3	3	2	aan de	12	18	1	A	7, 12, 24
3	3	2	een soort	5	7	1	B	0, 5, 6
3	3	2	en die	21	12	1	B	12, 21, 23
2	2	2	weer die	23	18	1	A	6, 23
14	14	1	ja	5	35	4	B	0, 1, 2, 3, 5, 10, 15, 17, 24, 26, 28, 32, 33, 34
11	2	1	zijn	23	32	2	B	4, 11, 16, 18, 19, 23, 24, 27, 28, 29, 35
10	3	1	dat	16	36	2	B	0, 4, 16, 18, 23, 24, 27, 28, 29, 35
9	7	1	die	6	30	1	B	0, 6, 9, 12, 14, 21, 23, 24, 29
8	6	1	de	7	26	1	B	4, 7, 12, 19, 20, 24, 25, 29
7	5	1	een	5	31	2	B	0, 2, 5, 6, 7, 8, 30
7	7	1	met	11	25	1	A	6, 11, 12, 20, 23, 29, 30
6	3	1	en	12	25	2	A	7, 8, 12, 21, 23, 31
4	4	1	in	6	6	1	B	3, 6, 7, 8
4	4	1	rond	12	26	1	A	6, 12, 24, 31
3	1	1	aan	12	18	1	A	7, 12, 24
3	3	1	dan	7	27	1	B	4, 7, 30
3	3	1	ik	5	7	1	B	0, 5, 6
3	3	1	je	9	22	1	B	0, 9, 21
3	3	1	mij	16	15	1	B	4, 16, 18
3	3	1	van	7	13	1	B	0, 7, 12
3	3	1	wat	6	32	1	B	0, 6, 31
3	1	1	weer	23	18	2	A	6, 7, 23
2	2	1	naar	12	4	1	A	9, 12
2	2	1	of	6	5	1	B	2, 6
2	2	1	wel	7	8	1	B	0, 7
2	2	1	zijkant	12	6	1	A	7, 12

