Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	3	aan de rechterkant	26	27	1	A	0, 26
6	4	2	aan de	22	48	3	A	0, 2, 5, 22, 26, 47
4	4	2	een soort	12	40	1	A	2, 12, 22, 41
4	4	2	hebben je	25	44	2	A	5, 6, 25, 48
3	3	2	daar die	36	40	1	A	2, 36, 41
3	3	2	ja die	27	40	1	A	6, 27, 45
2	2	2	en dan	48	41	1	A	8, 48
2	2	2	maar zeggen	22	22	1	A	1, 22
2	2	2	zijn die	29	8	1	B	22, 29
20	18	1	ja	10	43	1	A	6, 10, 11, 14, 15, 20, 22, 24, 27, 28, 31, 34, 35, 36, 37, 38, 39, 44, 45, 48
11	7	1	die	22	44	4	A	2, 6, 17, 19, 22, 27, 29, 36, 41, 43, 45
11	9	1	zijn	16	50	2	A	0, 2, 16, 22, 29, 32, 38, 41, 42, 43, 49
8	8	1	dat	16	50	1	A	0, 16, 32, 38, 45, 47, 48, 49
8	3	1	de	22	48	3	A	0, 2, 5, 22, 26, 33, 36, 47
8	7	1	en	33	47	4	A	2, 7, 8, 29, 33, 36, 41, 48
8	4	1	hebben	25	49	4	A	0, 2, 5, 6, 25, 29, 41, 48
8	4	1	je	25	48	6	A	1, 3, 5, 6, 17, 19, 25, 48
7	6	1	een	12	47	2	A	0, 2, 12, 17, 22, 41, 46
5	5	1	even	33	40	3	A	0, 17, 18, 33, 39
4	4	1	cirkel	22	33	2	A	0, 17, 22, 32
4	1	1	daar	36	40	2	A	2, 29, 36, 41
4	1	1	soort	12	40	1	A	2, 12, 22, 41
4	4	1	van	12	41	1	A	1, 12, 22, 41
3	1	1	dan	48	41	2	A	8, 41, 48
3	3	1	hem	25	30	1	A	1, 25, 30
3	3	1	op	36	41	1	A	2, 36, 42
3	3	1	steken	22	25	1	A	6, 22, 30
3	1	1	zeggen	22	22	2	A	1, 17, 22
3	3	1	zo'n	13	37	1	A	0, 13, 36
2	2	1	al	29	5	1	B	25, 29
2	2	1	met	45	3	1	B	43, 45
2	2	1	uit	30	9	1	B	22, 30
2	2	1	zitten	47	31	1	A	17, 47

