Freq.	Size	Surface Form	Spanning	First Speaker	Turns
4	3	aan de rechterkant	37	A	2, 18, 25, 38
3	3	met die oort	14	A	20, 31, 33
3	3	naar rechts wijzen	36	A	2, 17, 37
2	3	aan de linkerkant	25	A	1, 25
2	3	aan de onderkant	18	A	0, 17
2	3	dat zijn elf	13	A	16, 28
2	3	dit zijn weer	15	A	17, 31
2	3	twee van die	14	A	18, 31
8	2	aan de	39	A	0, 1, 2, 17, 18, 25, 34, 38
5	2	naar rechts	38	A	0, 2, 17, 32, 37
3	2	ja dat	13	A	28, 31, 40
2	2	dat ruit	2	A	33, 34
2	2	een beetje	28	A	14, 41
2	2	een soort	35	A	3, 37
2	2	en bovenaan	17	A	3, 19
2	2	met twee	29	A	3, 31
2	2	ruit met	31	A	3, 33
2	2	wat naar	21	A	17, 37
2	2	weer dat	17	A	17, 33
2	2	weer twee	21	A	18, 38
15	1	ja	43	A	0, 2, 4, 5, 13, 15, 17, 19, 28, 31, 36, 38, 39, 40, 42
8	1	dat	25	A	16, 17, 28, 31, 32, 33, 34, 40
7	1	die	32	A	2, 18, 19, 20, 25, 31, 33
7	1	een	42	A	0, 3, 14, 31, 32, 37, 41
7	1	rechts	38	A	0, 2, 14, 17, 31, 32, 37
6	1	twee	37	A	2, 3, 18, 25, 31, 38
5	1	met	31	A	3, 20, 25, 31, 33
5	1	naar	38	A	0, 2, 17, 32, 37
5	1	ook	33	A	0, 2, 18, 25, 32
5	1	ruit	39	A	3, 19, 33, 34, 41
5	1	van	35	A	3, 18, 31, 32, 37
5	1	wijzen	38	A	0, 2, 14, 17, 37
5	1	zijn	26	A	16, 17, 28, 31, 41
4	1	wat	38	A	0, 17, 31, 37
3	1	en	23	A	3, 19, 25
3	1	onderaan	24	A	14, 32, 37
3	1	soort	36	A	2, 3, 37
3	1	zitten	20	A	18, 25, 37
2	1	eraan	31	A	3, 33
2	1	hebben	2	A	0, 1
2	1	het	11	A	31, 41
2	1	hij	14	A	1, 14
2	1	je	7	A	25, 31
2	1	niks	25	A	1, 25

