Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
4	4	2	zeggen maar	23	22	2	A	7, 8, 23, 28
3	3	2	met die	26	9	1	A	20, 26, 28
2	2	2	het zijn	20	21	1	B	0, 20
2	2	2	weten ik	20	21	1	B	0, 20
14	14	1	ja	3	33	2	B	0, 2, 3, 7, 8, 9, 10, 13, 16, 18, 25, 29, 31, 32
9	9	1	die	11	31	1	B	1, 11, 14, 20, 23, 26, 27, 28, 31
7	7	1	en	14	21	1	A	11, 14, 15, 23, 26, 27, 31
7	5	1	het	4	21	2	B	0, 2, 4, 7, 8, 11, 20
6	3	1	met	20	28	2	B	1, 14, 20, 23, 26, 28
6	4	1	zijn	11	26	2	B	0, 2, 11, 18, 20, 25
5	5	1	de	3	23	1	B	1, 3, 14, 15, 23
5	5	1	hebben	14	20	2	A	7, 11, 14, 23, 26
5	3	1	ik	3	27	1	B	0, 3, 20, 23, 26
5	5	1	van	3	23	1	B	1, 3, 11, 14, 23
5	1	1	zeggen	31	25	2	A	7, 8, 23, 28, 31
4	4	1	dan	11	32	2	B	0, 2, 11, 31
4	4	1	dat	17	14	1	A	12, 17, 18, 25
3	3	1	oké	21	23	1	B	2, 21, 24
3	1	1	weten	11	21	1	B	0, 11, 20
2	2	1	al	11	12	1	B	0, 11
2	2	1	beneden	15	9	1	A	7, 15
2	2	1	boven	23	4	1	A	20, 23
2	2	1	deze	14	12	1	A	3, 14
2	2	1	zitten	27	24	1	A	4, 27

