Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	aan de voorkant zitten	17	18	1	A	0, 17
6	4	3	aan de voorkant	24	41	1	A	0, 17, 24, 32, 36, 40
3	3	3	aan de zijkant	30	29	2	A	2, 14, 30
11	3	2	aan de	19	41	3	A	0, 2, 14, 17, 19, 21, 24, 30, 32, 36, 40
3	3	2	dat zijn	31	25	1	A	15, 31, 39
2	2	2	hebben je	21	20	1	A	2, 21
13	13	1	ja	11	36	3	B	3, 6, 7, 11, 22, 25, 26, 27, 28, 29, 33, 34, 38
12	1	1	de	23	41	3	A	0, 2, 14, 17, 19, 21, 23, 24, 30, 32, 36, 40
8	8	1	en	17	37	2	A	0, 14, 17, 19, 21, 24, 32, 36
7	7	1	een	16	31	1	A	10, 16, 17, 19, 21, 36, 40
6	3	1	zijn	15	35	1	B	5, 15, 23, 31, 32, 39
5	5	1	verticaal	5	40	1	A	1, 5, 18, 36, 40
4	1	1	dat	15	32	1	B	8, 15, 31, 39
4	4	1	die	13	33	1	B	5, 13, 20, 37
4	2	1	hebben	19	26	1	A	2, 19, 21, 27
4	4	1	het	23	20	1	B	16, 23, 28, 35
4	2	1	je	19	26	1	A	2, 19, 21, 27
4	4	1	liggen	16	26	1	A	10, 16, 23, 35
4	4	1	met	36	17	2	A	24, 32, 36, 40
3	3	1	bovenop	40	41	2	A	0, 10, 40
3	3	1	ei	32	25	1	B	16, 32, 40
3	3	1	er	16	8	1	A	10, 16, 17
3	3	1	gaan	13	20	1	B	9, 13, 28
3	3	1	naar	36	37	2	A	0, 13, 36
3	3	1	nog	19	20	1	A	2, 19, 21
3	3	1	okee	15	10	2	B	6, 8, 15
3	3	1	twee	36	35	2	A	2, 14, 36
2	2	1	dan	14	7	1	B	8, 14
2	2	1	dit	32	17	1	B	16, 32
2	2	1	zitten	17	18	1	A	0, 17

