Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	6	en daar onder zitten nog een	9	B	41, 49
2	5	een voe aan de onderkant	10	B	28, 37
2	5	ja we noemen hem ruit	2	B	53, 54
2	5	kubus die steeds groot worden	13	B	39, 51
3	4	links en rechts ,	23	B	29, 39, 51
2	4	, links en rechts	28	B	12, 39
2	4	kubus die groot worden	12	B	24, 35
5	3	aan de onderkant	27	B	11, 16, 28, 33, 37
5	3	links en rechts	41	B	12, 29, 39, 51, 52
3	3	, ja ,	31	B	12, 40, 42
3	3	en daar onder	36	B	14, 41, 49
2	3	deze hebben een	6	B	28, 33
2	3	die kubus die	28	B	24, 51
2	3	een soort poo	31	B	11, 41
2	3	hebben een voe	16	B	28, 43
2	3	ja dat zijn	6	B	22, 27
2	3	nog een soort	28	B	14, 41
2	3	twee vierkante ,	28	B	12, 39
6	2	, ja	40	B	12, 29, 40, 42, 45, 51
5	2	een voe	29	B	15, 28, 30, 37, 43
4	2	een soort	31	B	11, 12, 14, 41
4	2	steeds groot	40	B	12, 20, 39, 51
3	2	dat zijn	22	B	22, 27, 43
3	2	deze hebben	23	B	11, 28, 33
3	2	en bovenop	11	B	29, 35, 39
3	2	ja een	35	B	12, 39, 46
3	2	ja we	19	B	36, 53, 54
2	2	, die	40	B	12, 51
2	2	die vierkant	17	B	35, 51
2	2	een poo	9	B	25, 33
2	2	en een	6	B	25, 30
2	2	het belangrijk	29	B	15, 43
2	2	poo ,	35	B	11, 45
2	2	vierkant ,	13	B	39, 51
2	2	zeggen maar	30	B	12, 41
30	1	ja	52	B	4, 5, 12, 13, 16, 17, 18, 19, 20, 21, 22, 23, 26, 27, 29, 31, 36, 38, 39, 40, 42, 45, 46, 48, 50, 51, 52, 53, 54, 55
16	1	een	39	B	11, 12, 14, 15, 25, 28, 30, 33, 36, 37, 38, 39, 41, 43, 46, 49
14	1	en	41	B	12, 13, 14, 25, 29, 30, 34, 35, 38, 39, 41, 49, 51, 52
9	1	rechts	41	B	12, 29, 34, 38, 39, 40, 47, 51, 52
6	1	aan	29	B	11, 16, 28, 33, 37, 39
6	1	die	40	B	12, 24, 35, 38, 39, 51
6	1	hebben	41	B	11, 15, 28, 33, 43, 51
6	1	poo	35	B	11, 25, 33, 34, 41, 45
6	1	voe	33	B	11, 15, 28, 30, 37, 43
5	1	dat	39	B	5, 15, 22, 27, 43
5	1	vierkant	32	B	20, 29, 35, 39, 51
5	1	zijn	39	B	5, 15, 22, 27, 43
4	1	bovenop	23	B	29, 35, 39, 51
4	1	hem	50	B	5, 22, 53, 54
4	1	voor	12	B	36, 38, 40, 47
3	1	het	29	B	15, 42, 43
3	1	hij	37	B	15, 43, 51
3	1	maar	32	B	12, 41, 43
3	1	nee	8	B	44, 50, 51
3	1	noemen	13	B	42, 53, 54
3	1	ruit	26	B	29, 53, 54
3	1	twee	28	B	12, 29, 39
3	1	zeggen	30	B	12, 38, 41
3	1	zo'n	33	B	13, 29, 45
2	1	beetje	3	B	38, 40
2	1	je	5	B	38, 42
2	1	ook	38	B	14, 51
2	1	rechtsvoor	28	B	13, 40
2	1	van	40	B	12, 51

