Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
8	8	2	aan de	17	20	4	A	4, 6, 9, 14, 17, 19, 20, 23
3	3	2	even kijken	11	16	1	A	4, 11, 19
2	2	2	en dan	23	7	1	B	17, 23
11	11	1	ja	8	25	2	B	0, 1, 8, 9, 10, 11, 12, 15, 20, 22, 24
8	3	1	de	17	20	4	A	4, 6, 9, 14, 17, 19, 20, 23
8	8	1	het	17	19	3	A	5, 13, 14, 17, 19, 20, 21, 23
6	6	1	met	4	21	1	B	3, 4, 14, 19, 20, 23
6	6	1	zijn	11	20	2	A	4, 5, 11, 16, 19, 23
4	4	1	die	14	21	2	B	3, 11, 14, 23
4	2	1	en	5	21	1	B	3, 5, 17, 23
4	1	1	kijken	13	16	1	A	4, 11, 13, 19
3	1	1	dan	17	19	1	A	5, 17, 23
3	3	1	dat	16	15	1	B	3, 16, 17
2	2	1	soort	4	2	1	B	3, 4
2	2	1	van	4	2	1	B	3, 4
2	2	1	waar	19	9	1	B	11, 19

