Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
4	4	3	aan de linkerkant	21	12	1	A	18, 21, 24, 29
4	4	3	een heel klein	11	23	2	B	2, 6, 11, 24
9	6	2	aan de	18	33	2	B	6, 7, 18, 21, 23, 24, 25, 29, 38
7	3	2	heel klein	12	23	2	B	2, 6, 11, 12, 19, 22, 24
3	3	2	balk bovenop	18	18	1	B	2, 18, 19
3	3	2	een soort	9	13	1	B	2, 9, 14
2	2	2	nog een	7	8	1	A	0, 7
2	2	2	op de	10	6	1	B	5, 10
13	3	1	de	8	34	3	B	5, 6, 7, 8, 10, 11, 18, 21, 23, 24, 25, 29, 38
13	13	1	ja	13	42	2	A	0, 1, 13, 14, 15, 17, 26, 27, 28, 30, 33, 40, 41
11	6	1	een	6	40	1	A	0, 2, 6, 7, 8, 9, 11, 14, 18, 24, 39
10	1	1	aan	30	33	2	B	6, 7, 18, 21, 23, 24, 25, 29, 30, 38
8	8	1	die	14	37	3	A	0, 10, 11, 14, 18, 22, 29, 36
7	4	1	balk	8	36	1	B	2, 8, 12, 18, 19, 22, 37
7	1	1	heel	11	23	2	B	2, 6, 11, 12, 19, 22, 24
6	6	1	zijn	9	30	2	B	2, 5, 9, 11, 30, 31
4	1	1	bovenop	8	18	1	B	2, 8, 18, 19
4	4	1	en	18	27	2	B	6, 14, 18, 32
4	3	1	op	10	33	1	B	5, 10, 11, 37
4	1	1	soort	22	21	1	B	2, 9, 14, 22
4	4	1	van	14	14	1	A	11, 14, 22, 24
3	3	1	kop	10	18	1	B	5, 10, 22
2	2	1	je	30	31	1	A	0, 30
2	2	1	of	24	14	1	A	11, 24
2	2	1	rechts	32	22	1	A	11, 32
2	2	1	zeggen	14	15	1	A	0, 14

