Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	dat zijn dan	15	B	7, 21
2	3	ja dat zijn	4	B	7, 10
2	3	nog dat cirkel	10	B	7, 16
2	3	op dat plateau	8	B	9, 16
2	2	dat plateau	8	B	9, 16
2	2	die er	17	B	0, 16
2	2	die ruit	4	B	13, 16
2	2	dit zijn	8	B	9, 16
2	2	en dan	10	B	7, 16
2	2	zijn dat	2	B	15, 16
7	1	ja	21	B	0, 7, 9, 10, 14, 17, 20
7	1	zijn	22	B	0, 7, 9, 10, 15, 16, 21
6	1	dat	15	B	7, 9, 10, 15, 16, 21
5	1	die	18	B	0, 9, 13, 16, 17
4	1	dan	15	B	7, 15, 16, 21
3	1	en	10	B	7, 9, 16
3	1	met	17	B	0, 7, 16
3	1	op	17	B	0, 9, 16
3	1	plateau	17	B	0, 9, 16
2	1	ding	8	B	0, 7
2	1	een	17	B	0, 16
2	1	hebben	17	B	0, 16
2	1	nog	10	B	7, 16
2	1	staan	10	B	0, 9

