Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	ja dit zijn weer met	27	A	24, 50
3	4	dit zijn weer met	37	A	24, 50, 60
4	3	aan de linkerkant	49	A	12, 15, 52, 60
3	3	ding aan de	53	A	8, 50, 60
2	3	aan de bovenkant	44	A	7, 50
2	3	aan de rechterkant	24	A	27, 50
8	2	aan de	54	A	7, 8, 12, 15, 27, 50, 52, 60
5	2	ja ja	40	A	9, 13, 16, 34, 48
4	2	dat zijn	34	A	15, 17, 47, 48
2	2	balk erbovenop	38	A	24, 61
2	2	en dan	16	A	15, 30
2	2	zitten er	20	A	11, 30
13	1	ja	50	A	9, 13, 15, 16, 24, 33, 34, 46, 48, 50, 51, 52, 58
10	1	zijn	46	A	15, 17, 24, 30, 33, 47, 48, 50, 59, 60
8	1	dat	47	A	15, 17, 47, 48, 50, 59, 60, 61
6	1	en	47	A	15, 27, 30, 50, 60, 61
5	1	die	41	A	10, 27, 31, 33, 50
4	1	balk	38	A	24, 30, 50, 61
4	1	een	20	A	8, 9, 15, 27
4	1	het	36	A	15, 30, 32, 50
3	1	bovenop	22	A	10, 30, 31
3	1	dan	18	A	15, 30, 32
3	1	zitten	21	A	10, 11, 30
3	1	zo'n	7	A	24, 27, 30
2	1	aflooppen	19	A	15, 33
2	1	ik	39	A	15, 53
2	1	je	8	A	8, 15
2	1	klein	6	A	27, 32
2	1	kop	2	A	31, 32
2	1	of	41	A	11, 51
2	1	oké	9	A	16, 24
2	1	zeggen	46	A	8, 53

