Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	aan de linkerkant	21	A	6, 26
2	3	met het dienblad	14	A	25, 38
3	2	aan de	21	A	6, 25, 26
2	2	dat een	20	A	7, 26
2	2	de spijker	14	A	26, 39
2	2	die een	22	A	4, 25
2	2	ja en	8	A	6, 13
2	2	zijn die	17	A	25, 41
8	1	ja	28	A	6, 7, 11, 13, 19, 21, 22, 33
7	1	een	24	A	3, 4, 6, 7, 13, 25, 26
4	1	de	34	A	6, 25, 26, 39
4	1	dienblad	35	A	4, 5, 25, 38
4	1	spijker	27	A	13, 20, 26, 39
3	1	ah	31	A	11, 32, 41
3	1	dat	20	A	7, 17, 26
3	1	en	34	A	6, 13, 39
3	1	met	14	A	25, 26, 38
3	1	zijn	17	A	25, 38, 41
2	1	er	9	A	5, 13
2	1	nummer	19	A	23, 41
2	1	uitsteeksel	21	A	6, 26
2	1	zien	23	A	10, 32
2	1	zitten	9	A	5, 13

