Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
3	3	3	een balk bovenop	20	27	1	B	5, 20, 31
2	2	3	dit zijn dat	38	7	1	B	32, 38
2	2	3	dit zijn de	40	21	1	A	20, 40
2	2	3	en aan de	25	18	1	B	8, 25
2	2	3	ik hebben het	46	39	1	B	8, 46
2	2	3	zijn zeggen maar	22	18	1	B	5, 22
4	3	2	aan de	25	21	1	B	8, 25, 27, 28
4	1	2	balk bovenop	38	34	1	B	5, 20, 31, 38
4	1	2	een balk	20	27	2	B	5, 6, 20, 31
3	1	2	zeggen maar	22	18	2	B	5, 9, 22
2	2	2	dat zijn	35	28	1	B	8, 35
2	2	2	er zitten	20	16	1	B	5, 20
23	23	1	ja	4	45	3	A	0, 1, 2, 4, 5, 8, 9, 14, 15, 16, 17, 18, 23, 24, 25, 26, 29, 30, 32, 34, 39, 42, 44
13	5	1	zijn	20	38	6	B	3, 5, 8, 11, 13, 16, 20, 22, 27, 32, 35, 38, 40
12	8	1	een	20	27	8	B	5, 6, 8, 9, 10, 11, 12, 16, 20, 25, 27, 31
8	7	1	het	22	42	6	B	5, 8, 10, 11, 13, 16, 22, 46
7	3	1	dat	35	39	4	B	8, 12, 16, 32, 35, 38, 46
7	1	1	de	41	34	1	B	8, 20, 25, 27, 28, 40, 41
6	1	1	balk	20	34	3	B	5, 6, 13, 20, 31, 38
6	4	1	en	22	40	2	B	7, 8, 22, 25, 31, 46
5	1	1	aan	25	21	2	B	8, 10, 25, 27, 28
5	1	1	dit	20	25	1	B	16, 20, 32, 38, 40
5	5	1	klein	32	20	1	A	22, 32, 36, 40, 41
5	2	1	maar	22	23	3	B	5, 9, 10, 22, 27
5	3	1	zitten	22	42	1	B	5, 20, 22, 25, 46
4	4	1	er	20	27	1	B	5, 20, 28, 31
3	3	1	ander	27	20	2	B	8, 16, 27
3	3	1	wel	27	25	2	B	3, 16, 27
3	3	1	zo'n	21	20	1	B	9, 21, 28
2	2	1	dan	27	21	1	B	7, 27
2	2	1	die	38	7	1	B	32, 38
2	1	1	ik	46	39	1	B	8, 46
2	2	1	kant	27	20	1	B	8, 27
2	2	1	één	35	23	1	B	13, 35

