Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	3	even kijken waar	24	12	1	A	13, 24
5	5	2	dit zijn	12	23	1	B	7, 12, 20, 22, 29
3	3	2	dat zijn	6	15	1	B	2, 6, 16
3	1	2	even kijken	17	12	1	A	13, 17, 24
3	3	2	met de	7	22	1	A	5, 7, 26
9	9	1	ja	10	28	1	A	1, 10, 12, 14, 18, 22, 23, 25, 28
8	6	1	dat	2	27	1	A	1, 2, 5, 6, 12, 16, 22, 27
8	8	1	de	3	29	1	A	1, 3, 5, 7, 20, 26, 27, 29
8	8	1	die	24	27	6	A	1, 4, 5, 12, 13, 22, 24, 27
6	3	1	met	12	23	1	A	5, 7, 12, 22, 26, 27
5	5	1	op	4	12	1	B	3, 4, 5, 12, 14
3	3	1	daar	17	24	1	A	1, 17, 24
3	3	1	dan	3	22	1	A	1, 3, 22
2	2	1	een	7	4	1	A	4, 7

