Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	10	deze hebben twee staaf rechts en een afgestompt driehoek bovenop	8	B	26, 33
3	5	deze hebben twee staaf rechts	18	B	16, 26, 33
5	3	twee staaf rechts	18	B	16, 19, 26, 31, 33
2	3	klein poo link	18	B	17, 34
3	2	en een	13	B	21, 26, 33
2	2	dat zijn	14	B	9, 22
2	2	een poo	7	B	21, 27
2	2	ja ja	14	B	8, 21
9	1	ja	27	B	5, 6, 8, 17, 18, 21, 27, 29, 31
6	1	en	27	B	7, 17, 21, 26, 28, 33
6	1	rechts	27	B	7, 16, 19, 26, 31, 33
6	1	twee	27	B	7, 16, 19, 26, 31, 33
5	1	een	13	B	21, 26, 27, 28, 33
4	1	hebben	18	B	16, 19, 26, 33
3	1	bovenop	14	B	20, 26, 33

