Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	die flubbelt aan de plank	13	B	1, 13
4	2	de plank	25	B	1, 5, 13, 25
3	2	aan de	21	B	1, 13, 21
2	2	dit zijn	14	B	12, 25
2	2	met die	9	B	13, 21
2	2	met het	14	B	12, 25
8	1	ja	28	B	2, 3, 4, 5, 14, 22, 23, 29
7	1	met	26	B	0, 1, 5, 12, 13, 21, 25
6	1	die	27	B	0, 1, 12, 13, 21, 26
6	1	plank	26	B	0, 1, 5, 12, 13, 25
5	1	de	25	B	1, 5, 13, 21, 25
4	1	het	27	B	0, 12, 25, 26
4	1	zijn	26	B	0, 12, 14, 25
2	1	boven	26	B	0, 25
2	1	gaan	15	B	12, 26
2	1	ook	2	B	0, 1

