Freq.	Size	Surface Form	Spanning	First Speaker	Turns
3	3	aan de achterkant	10	B	24, 28, 33
3	3	op een standaard	10	B	8, 14, 17
6	2	aan de	28	B	6, 15, 21, 24, 28, 33
4	2	een standaard	21	B	8, 14, 17, 28
3	2	dit zijn	25	B	14, 28, 38
2	2	alsof het	2	B	7, 8
2	2	dat figuur	6	B	14, 19
2	2	dat zijn	10	B	25, 34
2	2	de hamer	9	B	30, 38
2	2	een beetje	22	B	7, 28
2	2	een soort	17	B	4, 20
2	2	een vlak	7	B	8, 14
2	2	en dan	21	B	20, 40
2	2	met het	15	B	24, 38
2	2	staan die	21	B	19, 39
2	2	zijn het	5	B	6, 10
2	2	zo in	14	B	15, 28
9	1	de	33	B	6, 15, 21, 24, 28, 29, 30, 33, 38
9	1	het	34	B	6, 7, 8, 10, 18, 24, 33, 38, 39
9	1	zijn	33	B	6, 7, 10, 14, 15, 25, 28, 34, 38
8	1	een	37	B	4, 7, 8, 14, 17, 20, 28, 40
7	1	aan	28	B	6, 15, 19, 21, 24, 28, 33
6	1	dat	29	B	6, 14, 16, 19, 25, 34
5	1	die	35	B	5, 15, 19, 28, 39
5	1	met	34	B	5, 14, 24, 28, 38
5	1	standaard	21	B	8, 14, 17, 24, 28
5	1	zo	24	B	5, 7, 15, 19, 28
4	1	dan	31	B	10, 20, 30, 40
4	1	en	27	B	14, 20, 28, 40
4	1	ja	22	B	8, 14, 22, 29
4	1	staan	32	B	8, 16, 19, 39
4	1	twee	24	B	5, 14, 20, 28
4	1	vlak	21	B	8, 14, 16, 28
3	1	er	24	B	5, 16, 28
3	1	in	25	B	15, 28, 39
3	1	lijken	13	B	6, 7, 18
3	1	paal	14	B	15, 20, 28
2	1	alsof	2	B	7, 8
2	1	of	24	B	6, 29
2	1	oké	22	B	9, 30
2	1	onder	36	B	5, 40
2	1	ook	2	B	5, 6
2	1	van	16	B	5, 20
2	1	zitten	25	B	5, 29

