Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	ja dat zijn	5	B	20, 24
2	2	aan de	2	B	21, 22
2	2	een gevouwen	2	B	1, 2
2	2	en die	8	B	12, 19
2	2	gevouwen blaad	22	B	1, 22
2	2	het gevouwen	11	B	12, 22
2	2	het konijntje	11	B	11, 21
2	2	konijntje met	4	B	18, 21
2	2	met dat	7	B	12, 18
2	2	waar zijn	13	B	11, 23
2	2	zijn dat	5	B	14, 18
7	1	ja	22	B	3, 5, 12, 14, 20, 22, 24
5	1	het	18	B	5, 11, 12, 21, 22
4	1	de	23	B	0, 2, 21, 22
4	1	een	5	B	0, 1, 2, 4
4	1	en	22	B	1, 12, 19, 22
3	1	die	20	B	0, 12, 19
2	1	bolle	13	B	0, 12
2	1	bollet	4	B	18, 21
2	1	je	19	B	5, 23
2	1	kegel	7	B	13, 19
2	1	mij	15	B	0, 14
2	1	voorkant	22	B	0, 21
2	1	waar	13	B	11, 23

