B: 	oké 
B: 	dit zijn zo één met een vlak rond achter de beker zullen ik maar zeggen 
A: 	sorry wat bedoelen je ? een vlak 
B: 	rond een cirkel zeggen maar 
A: 	ja 
B: 	en die zitten achter de beker 
A: 	ja 
B: 	en dan hebben die link zo'n uitsteeksel ja bijna cilinder maar dan wel met vlak 
A: 	zo'n handva 
B: 	ja 
A: 	ja 
B: 	en hij staat ook op een statief 
A: 	ja 
A: 	zo'n ovaal 
B: 	ja 
A: 	en dan hebben die een soort kegel zo'n bol kegel die erin staan 
B: 	ja 
A: 	oké 
A: 	dan zijn dat nummer dertien 
A: 	ja dan komen we weer bij jou beker met dat rond erachter 
B: 	ja 
A: 	het kegel dat erin opsteken 
B: 	en het cilinderarmpjé 
A: 	cilinder en het ovaal aan de onderkant 
B: 	ja 
B: 	ja dat zijn O 
B: 	dit zijn die met dat rond weer erachter met dat lepel erin 
A: 	ja en dat 
B: 	op dat ovaal statiefje en dan 
A: 	en dan dat handva 
B: 	ja 
A: 	ja dat zijn nummer acht 
A: 	ja het kop met die op dat ovaal ding staan het rond daarachter het kegel erin en het 
B: 	ja 
B: 	en het armp 
B: 	ja 
B: 	dat zijn C 
A: 	ja 
B: 	dit zijn weer die met dat op het statiefje ovale statief met het lepel erin en het rond erachter 
A: 	ik zijn hem aan het lepel erin rond erachter en dat dinge 
B: 	dat linkerarmpje ja 
A: 	yes dat zijn nummer zeven 
B: 	tenminste als als die bij jou de waterpomp op dezelfde plek staan 
A: 	ja maar maar die zijn toen bij volgens mij zijn het het systeemp wel dat dat dat dat dan even blij en als je dan hebben zeggen welk waterpomp ? dan 
B: 	ja de vorig keer ja 
B: 	ja ja ja 
A: 	het kop met het roerstaafje het rond aan de achterkant het ovaal voe 
B: 	yes dat zijn C 
A: 	en het cilindertje aan de linkerkant 
A: 	oké 
A: 	nou op een geven moment hebben we wel echt zo'n flow zeggen maar ja 
B: 	als je eenmaal weten hoe de ander ding benoemen dan 
A: 	ja ja 
B: 	nou het duren op zich al lang genoeg dus 
A: 	ja 
