B: 	oké 
A: 	oké nou nu hebben ik een rood vierkant en ik hebben er één ik vinden hem zelf een beetje op een ik moeten doen me denken aan een kannibaal met een neus en dan zo'n groot spie erdoor 
B: 	ja ik weten welk ja ik weten welk je bedoelen 
B: 	dat zijn bij mij zijn dat F 
B: 	ik noemen hem ook de heel tijd de inboorling 
A: 	oké top nou dan zijn we er al snel uit 
B: 	oké dus F 
B: 	ja precies 
A: 	top 
B: 	oké ik hebben weer die inboorling 
A: 	met dat ding door zijn neus 
B: 	dus de kannibaal met de ding door zijn neus 
A: 	maar waar zijn die ? waar zijn die ? daar zijn die 
A: 	nummer vijf 
A: 	nou weer de kannibaal met de 
B: 	oké kannibaal yes dat zijn nummer A of dat zijn A bij mij 
A: 	met de piercing 
B: 	ja 
B: 	oké weer de inboorling 
B: 	de kannibaal 
A: 	top 
A: 	met de piercing 
B: 	met de piercing 
A: 	nummer vijf 
A: 	nou dit zijn weer de de de inboorling met de 
B: 	inboorling 
A: 	ja 
B: 	de H zijn dat bij mij 
B: 	nice 
A: 	top 
B: 	de inboorling weer 
A: 	Chill vijftien 
B: 	de kannibaal 
