B: 	oké 
A: 	oké 
B: 	hebben die onder poot zeggen maar 
A: 	nee 
B: 	nee 
A: 	hij hebben een lepeltje 
B: 	een lepeltje 
A: 	ja ik noemen het een lepeltje 
B: 	ja 
A: 	er zitten een lepeltje in het beker 
B: 	hebben die zo'n vierkant ding op zijn rug zeggen maar 
A: 	nee hij hebben een neus met een piercing 
B: 	ja ja 
B: 	nummer F 
B: 	deze hebben die neuspiercing 
B: 	met een bolle met die ja 
A: 	ja 
A: 	ja ja ja 
A: 	met dat lepel 
B: 	ja 
A: 	ja 
A: 	vijf 
A: 	zijn neuspiercing 
B: 	A 
B: 	neuspiercing 
A: 	vijf 
A: 	zijn de neuspiercing weer 
B: 	H 
B: 	die Piercingman 
B: 	mij doen het echt aan een wcontstopper denken 
B: 	als hij dat zo in zijn hand hebben 
A: 	ja zo 
B: 	ja 
B: 	toch 
A: 	ja 
A: 	zo van ik komen eraan ja 
A: 	zijn vijftien 
