B: 	oké 
B: 	deze doen me denken aan een zwaaiend robot 
B: 	en hij hebben twee klein dinge op zijn hoofd 
B: 	een lang neus en 
A: 	hebben die zo'n horizontaal veld 
B: 	ja 
B: 	laag bij beetje in het midden 
A: 	ja 
B: 	ja één onder het midden 
A: 	ja ja ja en twee twee klein punt die hetzelfde eruitzien boven op zijn hoofd 
B: 	ja 
B: 	en dan een soort rechterarm 
A: 	ja 
A: 	ja dat zijn nummer zes 
B: 	ja 
B: 	ja 
A: 	dit zijn één met weer zo'n horizontaal veld erdoorheen twee dinget bovenop een armp en 
A: 	nog een armp 
B: 	die Hallo zeggen robot 
A: 	ja 
B: 	ja C 
B: 	ja sorry ze hebben bij mij echt allemaal naamp krijgen 
A: 	ja ik ook 
B: 	dit zijn zeggen maar het robo 
B: 	jou ballerina 
A: 	ja ja 
A: 	nummer dertien 
A: 	ik hebben die ballerina of robotding 
B: 	ik zijn hem even kwijt 
B: 	ah J 
A: 	J 
B: 	ik hebben de robot of de ballerina 
A: 	nummer negen 
A: 	ik hebben de robot ballerina 
B: 	N 
