B: 	oké 
B: 	er zitten een vlak doorheen 
A: 	ja 
B: 	en er zitten twee dinget bovenaan uit 
A: 	ja en aan de linkerkant opsteken nog iets uit en aan de voorkant 
B: 	ja 
A: 	oké 
A: 	dan zijn het zes 
A: 	dit zijn de met dat vlak erdoorheen 
A: 	en met die twee klein dinge aan de bovenkant 
B: 	ja ja 
B: 	ja dat zijn C 
B: 	oké ik hebben diegene met die plaat erdoorheen en dan twee uitsteeksel en nog twee in het midden zeggen maar 
A: 	ja oké 
A: 	dat zijn dertien 
B: 	oké 
A: 	ik hebben die met die plaat erdoorheen en die twee klein uitsteekseltjes boven 
B: 	ja 
B: 	ja dat zijn J 
B: 	oké bij mij ik hebben die met de er erdoorheen en dan twee klein uitsteeksel Erboven 
B: 	en zo'n soort van ik vinden het een pijp lijken 
A: 	ja 
A: 	ja dat zijn negen 
B: 	oké 
A: 	dit zijn die met die plaat erdoorheen en die twee klein dinge bovenop 
B: 	ja dat zijn N 
