B: 	oké 
B: 	dit lijken een beetje op een man die zo zwaaien 
B: 	er steken twee stok uit zijn hoofd dat zijn zijn oog zeggen maar en hij zwaaien en hij hebben een soort lang neus die net onder die stokjes uit komen en hij hebben een soort tutu aan 
A: 	oké 
A: 	ja dan weten ik welk je bedoelen 
B: 	ja 
A: 	dat zijn nummer zes 
A: 	dit zijn het zwaaiend poppe met zijn lang neus 
A: 	en het rok dat hij aan hebben 
B: 	ja 
B: 	dat zijn C 
B: 	ik vinden het altijd makkelijk onthouden met van die met zo'n dom verhaal erbij 
A: 	ja 
B: 	het zwaaiend poppe met het ballerinading 
A: 	ja dertien 
B: 	de tutu 
A: 	dit zijn 
B: 	wachten even ik zijn even ergens verward over 
B: 	zeggen de heel tijd wat ertussen zullen passen bedoelen je dan tot je bij een ander plaat aankomen 
B: 	of tot je bij de rand aankomen 
A: 	net tot je bij de rand aankomen 
B: 	ja 
B: 	oké 
B: 	ja goed dat het duidelijk zijn 
A: 	dat zijn ook lullig als we alles nou verkeerd beschrijven 
B: 	nee want zo zijn ik al aan het denken alleen ik twijfellen heel eventjes eraan 
A: 	oké 
B: 	nee jij jou beurt 
A: 	ja dit zijn het zwaaiend poppe met zijn lang neus en zijn rok 
B: 	ja 
B: 	J 
B: 	het zwaaiend man met de rok 
A: 	nummer negen 
A: 	zwaaiend man met zijn lang neus 
A: 	zijn rok 
B: 	N 
