B: 	oké 
A: 	deze zijn ook wel uniek 
B: 	oké 
A: 	hij hebben er zijn er zijn eigenlijk maar twee die die die zo'n staaf onder zich hebben 
B: 	ja 
A: 	zeggen maar 
B: 	ja 
A: 	en dan zijn het niet die die trofee niet die beker zeggen maar 
B: 	ja 
A: 	dus het zijn die ander met met ook een heel raar hoed zeggen maar op van van van ruiten zeggen maar twee rui met staf eraan 
B: 	zijn die met dat rui 
B: 	ja 
B: 	ja 
B: 	oké dan zijn dat M 
B: 	dat kunnen niet missen 
B: 	denken ik 
B: 	oké dit zijn die raar met dat poo eronder en dat soort van die twee rui zo erin 
A: 	ja 
B: 	dus die twee ruit en dan met zo'n ja ik vinden het zo'n gewichthefding zeggen maar wat erdoorheen zitten 
A: 	ja ja 
A: 	ik snapen die ook ik weten niet hoe ik hem moeten beschrijven ik weten alleen zitten ik zo te denken misschien een zeepaardje of zo dat die hier zo raar maar ik ik noemen het eigenlijk het raar hoed of zo 
B: 	nee 
B: 	ja beetje wel 
B: 	ja maar ja die met die rui zeggen maar en dan dat dat gewichthefding erdoorheen 
A: 	met de rui 
A: 	gewichthefding leuk 
B: 	ja ik vinden dat een beetje zo'n 
A: 	dat zijn nummer negen bij mij 
B: 	zo'n dumbbell of zo 
A: 	gewichthefding 
A: 	ik hebben de one de de de de die die twee ruit 
B: 	ze zijn weer 
B: 	ja 
B: 	ja 
B: 	met met dat gewichtding er 
A: 	met met het gewichtheff 
A: 	ja 
B: 	oké 
B: 	dat zijn H 
B: 	yes 
A: 	dat zijn wel erg 
B: 	ja 
B: 	deze zijn met die twee rui als hoed zeggen maar met dat gewicht erdoor 
A: 	ja 
A: 	ja nummer elf 
A: 	oké 
A: 	de de de drie twee ruit 
B: 	ja 
A: 	met het gewich 
B: 	ja die staan bij mij links onderin dat zijn D 
B: 	met die ruit en dat gewicht 
A: 	ah 
A: 	nummer veertien 
