Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	3	jij moeten drukken	22	6	1	A	17, 22
5	5	2	zeggen maar	7	17	2	B	3, 5, 7, 15, 19
3	3	2	en dan	9	12	1	B	4, 9, 15
2	2	2	die trofee	27	5	1	A	23, 27
7	7	1	ja	8	20	1	A	6, 8, 11, 16, 20, 22, 25
6	6	1	dat	15	26	1	B	4, 15, 16, 17, 24, 29
6	5	1	die	7	24	1	B	4, 7, 14, 19, 23, 27
5	5	1	zijn	7	16	1	B	4, 7, 14, 17, 19
4	1	1	dan	13	12	1	B	4, 9, 13, 15
4	4	1	de	7	25	1	B	5, 7, 27, 29
4	2	1	trofee	27	16	2	A	14, 23, 27, 29
3	3	1	een	14	12	2	B	3, 4, 14
3	1	1	jij	22	21	2	A	2, 17, 22
3	3	1	oké	9	12	1	B	1, 9, 12
3	3	1	zo'n	9	15	1	B	5, 9, 19
2	2	1	boven	10	2	1	A	9, 10
2	2	1	dit	14	12	1	B	3, 14
2	2	1	hebben	13	9	1	B	5, 13
2	2	1	ik	16	4	1	A	13, 16
2	2	1	je	15	11	1	B	5, 15

