Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	twee punt bovenop	9	B	13, 21
3	2	dat zijn	13	B	12, 19, 24
2	2	aan de	5	B	3, 7
2	2	een soort	4	B	4, 7
2	2	en de	8	B	13, 20
2	2	met het	4	B	10, 13
2	2	soort glijbaan	4	B	7, 10
2	2	vierkant plaat	19	B	2, 20
2	2	voor mij	8	B	12, 19
6	1	zijn	25	B	0, 12, 13, 19, 20, 24
5	1	de	20	B	1, 3, 7, 13, 20
5	1	ja	13	B	6, 7, 10, 12, 18
4	1	en	15	B	7, 13, 20, 21
4	1	glijbaan	14	B	7, 10, 13, 20
3	1	een	6	B	2, 4, 7
3	1	hebben	17	B	1, 13, 17
3	1	het	13	B	1, 10, 13
3	1	met	11	B	10, 13, 20
3	1	plaat	19	B	2, 13, 20
3	1	twee	19	B	3, 13, 21
3	1	weer	21	B	0, 1, 20
2	1	als	13	B	1, 13
2	1	dan	3	B	0, 2
2	1	dit	20	B	1, 20
2	1	gaan	2	B	1, 2
2	1	ik	2	B	0, 1
2	1	je	17	B	1, 17
2	1	steken	2	B	3, 4
2	1	uit	2	B	3, 4

