Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	6	die ejectionknop en die twee vierkant	9	A	25, 33
2	6	dit zijn die een met dat	15	A	11, 25
3	5	vierkant neus die eruit komen	14	A	15, 25, 28
2	3	en dan die	5	A	11, 15
2	3	ja ja ja	20	A	4, 23
2	3	met dat vierkant	9	A	25, 33
4	2	die twee	19	A	15, 25, 28, 33
4	2	neus die	27	A	2, 15, 25, 28
3	2	die ejectionknop	23	A	11, 25, 33
3	2	en dan	14	A	2, 11, 15
3	2	ja ja	22	A	2, 4, 23
3	2	met die	8	A	21, 25, 28
2	2	die ejection	8	A	21, 28
2	2	ja met	18	A	4, 21
2	2	soort van	12	A	4, 15
7	1	die	32	A	2, 11, 15, 21, 25, 28, 33
7	1	ja	27	A	2, 4, 8, 10, 21, 23, 28
6	1	vierkant	32	A	2, 11, 15, 25, 28, 33
5	1	dat	26	A	8, 10, 11, 25, 33
5	1	twee	24	A	10, 15, 25, 28, 33
4	1	een	24	A	2, 4, 11, 25
4	1	ejectionknop	26	A	8, 11, 25, 33
4	1	zijn	18	A	8, 10, 11, 25
3	1	van	14	A	2, 4, 15
2	1	ik	7	A	2, 8
2	1	nummer	9	A	24, 32
2	1	raar	8	A	4, 11
2	1	zo	5	A	4, 8

