Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	het zijn één verrekijker	14	A	2, 15
2	4	één verrekijker zeggen maar	24	A	2, 25
2	3	de één verrekijker	16	A	25, 40
3	2	het zijn	14	A	2, 3, 15
3	2	zeggen maar	24	A	2, 3, 25
2	2	dat zijn	35	A	3, 37
2	2	een soort	11	A	2, 12
2	2	even te	27	A	22, 48
2	2	ik zitten	27	A	22, 48
11	1	ja	46	A	1, 6, 9, 17, 18, 21, 23, 31, 34, 36, 46
7	1	de	32	A	9, 12, 15, 22, 25, 38, 40
5	1	verrekijker	39	A	2, 15, 22, 25, 40
5	1	zijn	37	A	1, 2, 3, 15, 37
5	1	één	39	A	2, 9, 15, 25, 40
4	1	en	12	A	1, 3, 9, 12
4	1	het	15	A	1, 2, 3, 15
4	1	ik	47	A	2, 22, 25, 48
3	1	dat	36	A	2, 3, 37
3	1	een	21	A	2, 12, 22
3	1	hebben	25	A	1, 12, 25
2	1	dan	10	A	3, 12
2	1	die	11	A	2, 12
2	1	hem	27	A	22, 48
2	1	naar	8	A	2, 9
2	1	nee	2	A	14, 15
2	1	nummer	14	A	24, 37
2	1	oeh	14	A	1, 14
2	1	twee	14	A	15, 28
2	1	vinden	47	A	2, 48
2	1	zo	26	A	3, 28

