Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
4	4	3	met de tafel	23	12	1	B	18, 23, 26, 29
2	2	3	een soort van	19	15	1	A	5, 19
6	2	2	de tafel	18	26	1	A	5, 18, 23, 26, 29, 30
6	2	2	met de	23	21	2	B	11, 18, 23, 26, 29, 31
4	4	2	dit zijn	18	20	1	A	10, 18, 23, 29
2	2	2	het zijn	10	11	1	B	0, 10
16	16	1	ja	4	31	2	A	2, 3, 4, 6, 7, 11, 12, 13, 14, 15, 20, 21, 24, 25, 27, 32
10	2	1	de	11	27	2	A	5, 10, 11, 14, 18, 23, 26, 29, 30, 31
8	2	1	tafel	5	31	1	B	0, 5, 10, 18, 23, 26, 29, 30
8	4	1	zijn	8	30	1	B	0, 8, 10, 11, 18, 22, 23, 29
7	2	1	met	23	21	3	B	11, 18, 19, 23, 26, 29, 31
5	5	1	die	10	24	1	B	6, 10, 20, 23, 29
4	2	1	een	5	20	2	B	0, 1, 5, 19
4	4	1	en	5	27	1	B	1, 5, 14, 27
4	3	1	het	10	24	1	B	0, 10, 14, 23
4	4	1	zitten	5	11	2	B	0, 1, 5, 10
3	3	1	er	10	11	2	B	0, 1, 10
3	3	1	gek	23	13	2	B	11, 15, 23
2	2	1	klein	2	2	1	B	1, 2

