Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	6	dat zijn ook een soort goo	8	4	1	B	5, 8
4	4	2	aan de	16	28	1	B	1, 16, 23, 28
4	4	2	een beetje	17	27	2	B	0, 3, 17, 26
4	2	2	een soort	16	19	1	B	5, 8, 16, 23
3	1	2	dat zijn	25	21	1	B	5, 8, 25
3	3	2	dit zijn	28	9	1	B	26, 28, 34
2	2	2	ja een	18	16	1	B	3, 18
20	19	1	ja	2	40	1	B	0, 2, 3, 4, 7, 10, 12, 13, 18, 20, 22, 24, 26, 27, 29, 31, 32, 35, 36, 39
14	6	1	een	8	39	4	B	0, 1, 3, 5, 8, 16, 17, 18, 20, 21, 23, 26, 34, 38
8	5	1	dat	9	34	1	B	5, 8, 9, 18, 25, 26, 28, 38
8	8	1	en	9	36	2	B	3, 5, 9, 18, 21, 23, 26, 38
8	3	1	zijn	8	35	3	B	0, 3, 5, 8, 25, 26, 28, 34
7	7	1	staaf	28	38	3	B	1, 21, 26, 28, 30, 34, 38
5	1	1	de	17	28	1	B	1, 16, 17, 23, 28
5	3	1	goo	26	30	1	B	5, 8, 26, 28, 34
4	1	1	beetje	17	27	2	B	0, 3, 17, 26
4	4	1	rechts	17	30	1	B	5, 17, 26, 34
3	3	1	deze	16	39	1	B	0, 16, 38
3	3	1	hebben	16	38	1	B	1, 16, 38
3	3	1	rond	9	24	1	B	3, 9, 26
2	2	1	bovenkant	38	38	1	B	1, 38
2	2	1	ik	23	21	1	B	3, 23
2	1	1	ook	8	4	1	B	5, 8
2	2	1	staan	34	17	1	A	18, 34
2	2	1	stok	20	2	1	B	19, 20
2	2	1	zo'n	26	18	1	A	9, 26

