Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	ja dit zijn weer met	9	B	30, 38
3	4	ei aan de bovenkant	21	B	18, 30, 38
3	3	aan de voorkant	22	B	9, 18, 30
2	3	oké dat zijn	13	B	17, 29
3	2	dit zijn	21	B	18, 30, 38
2	2	die balk	6	B	30, 35
2	2	ja oké	14	B	16, 29
2	2	met die	4	B	35, 38
11	1	ja	34	B	5, 16, 18, 20, 22, 23, 27, 29, 30, 35, 38
5	1	oké	22	B	16, 17, 18, 29, 37
4	1	die	19	B	20, 30, 35, 38
4	1	met	37	B	2, 30, 35, 38
3	1	dat	14	B	17, 29, 30
3	1	een	17	B	2, 14, 18
3	1	zegmaar	8	B	2, 6, 9
2	1	N	9	B	29, 37
2	1	ah	12	B	2, 13
2	1	en	13	B	18, 30
2	1	hebben	3	B	18, 20

