Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	de grond doorboort	15	A	15, 29
2	3	de slurf en	8	A	22, 29
2	3	dit zijn met	16	A	14, 29
2	3	in de lucht	16	A	7, 22
2	3	slurf en die	16	A	14, 29
4	2	de grond	20	A	10, 15, 22, 29
3	2	dat zijn	17	A	12, 21, 28
3	2	dit zijn	16	A	14, 22, 29
2	2	twee tentakel	9	A	14, 22
7	1	ja	24	A	4, 6, 7, 9, 15, 20, 27
6	1	de	23	A	7, 10, 15, 22, 23, 29
6	1	en	23	A	7, 13, 14, 15, 22, 29
4	1	die	16	A	14, 15, 22, 29
4	1	doorboort	20	A	10, 15, 22, 29
3	1	twee	16	A	7, 14, 22
2	1	dus	3	A	13, 15
2	1	eigenlijk	6	A	10, 15
2	1	hebben	4	A	12, 15
2	1	zes	2	A	12, 13

