Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
3	3	3	aan de bovenkant	32	13	1	A	26, 32, 38
2	2	3	aan de rechterkant	20	13	1	A	8, 20
2	2	3	en aan de	20	13	1	A	8, 20
6	1	2	aan de	20	33	2	A	6, 8, 20, 26, 32, 38
3	3	2	dat zijn	29	16	1	A	25, 29, 40
3	3	2	hebben je	20	19	2	A	2, 6, 20
3	3	2	soort van	9	6	1	A	6, 9, 11
2	2	2	een kop	16	17	1	A	0, 16
2	2	2	haak aan	39	20	1	B	20, 39
2	2	2	ja ja	10	4	1	B	7, 10
17	16	1	ja	5	44	1	A	0, 5, 7, 10, 12, 13, 21, 22, 23, 24, 27, 28, 30, 33, 36, 41, 43
9	8	1	een	9	21	3	A	0, 2, 8, 9, 16, 17, 18, 19, 20
8	6	1	en	9	37	3	A	3, 4, 8, 9, 20, 21, 28, 39
8	8	1	met	17	43	1	A	0, 17, 21, 24, 26, 32, 38, 42
7	1	1	aan	26	34	2	A	6, 8, 20, 26, 32, 38, 39
7	3	1	de	20	35	3	A	4, 6, 8, 20, 26, 32, 38
7	4	1	zijn	25	25	2	B	16, 20, 25, 26, 29, 38, 40
6	3	1	dat	21	28	2	B	13, 20, 21, 25, 29, 40
6	3	1	hebben	9	21	3	A	0, 2, 6, 9, 16, 20
6	3	1	je	16	32	3	A	0, 2, 6, 16, 20, 31
5	3	1	haak	19	34	1	A	6, 19, 20, 28, 39
5	5	1	okee	16	26	2	A	0, 15, 16, 23, 25
5	5	1	ook	9	18	2	A	3, 4, 9, 13, 20
4	4	1	die	16	14	3	A	3, 4, 6, 16
4	2	1	kop	17	27	1	A	0, 16, 17, 26
4	4	1	legoblok	32	40	2	A	3, 26, 32, 42
4	1	1	soort	18	13	1	A	6, 9, 11, 18
4	1	1	van	16	11	1	A	6, 9, 11, 16
3	3	1	het	17	28	1	A	4, 17, 31
2	2	1	ander	20	15	1	A	6, 20
2	2	1	bovenop	21	6	1	B	16, 21
2	2	1	dan	21	9	1	B	13, 21
2	2	1	er	17	14	1	A	4, 17
2	2	1	erdoorheen	42	5	1	A	38, 42
2	2	1	in	31	15	1	B	17, 31
2	2	1	kant	26	7	1	B	20, 26
2	2	1	naar	19	16	1	A	4, 19
2	2	1	onder	28	10	1	B	19, 28

