Freq.	Size	Surface Form	Spanning	First Speaker	Turns
3	3	dat zijn nummer	21	A	14, 27, 34
2	3	deze hebben zo'n	17	A	0, 16
3	2	naar dik	25	A	5, 18, 29
2	2	van dun	14	A	5, 18
5	1	hebben	18	A	0, 3, 7, 16, 17
5	1	zijn	35	A	0, 14, 27, 28, 34
4	1	dat	21	A	14, 17, 27, 34
4	1	een	27	A	3, 7, 18, 29
4	1	en	27	A	3, 17, 18, 29
4	1	puntmuts	22	A	11, 23, 28, 32
3	1	deze	29	A	0, 16, 28
3	1	dun	25	A	5, 18, 29
3	1	heel	16	A	1, 7, 16
3	1	ja	13	A	12, 15, 24
2	1	dan	6	A	0, 5
2	1	hier	11	A	7, 17
2	1	iets	8	A	0, 7
2	1	met	2	A	28, 29
2	1	zes	2	A	14, 15
2	1	zo'n	17	A	0, 16

