Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	2	die deegroller	9	A	21, 29
2	2	dit zijn	22	A	0, 21
2	2	ja dat	23	A	3, 25
2	2	met die	8	A	14, 21
7	1	ja	31	A	3, 8, 11, 18, 25, 28, 33
4	1	een	15	A	0, 3, 11, 14
4	1	je	26	A	3, 12, 14, 28
3	1	dat	23	A	3, 11, 25
3	1	die	16	A	14, 21, 29
3	1	en	15	A	0, 3, 14
3	1	hebben	29	A	0, 3, 28
3	1	met	11	A	11, 14, 21
3	1	zijn	26	A	0, 21, 25
2	1	bedoelen	3	A	12, 14
2	1	nummer	14	A	20, 33
2	1	uitlaat	12	A	3, 14
2	1	zo	12	A	0, 11
2	1	zo'n	4	A	0, 3
2	1	één	4	A	0, 3

