Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
4	4	3	aan de linkerkant	24	27	2	B	4, 8, 24, 30
2	2	3	dit zijn weer	26	15	1	A	12, 26
5	2	2	aan de	24	29	3	B	2, 4, 8, 24, 30
4	2	2	dit zijn	17	21	1	A	12, 17, 26, 32
3	3	2	ja oké	16	10	2	A	7, 10, 16
2	2	2	een lepeltje	20	3	1	A	18, 20
11	9	1	ja	16	33	6	A	1, 3, 7, 9, 10, 15, 16, 20, 21, 25, 33
10	10	1	en	13	31	1	B	2, 13, 14, 18, 20, 24, 26, 29, 30, 32
9	4	1	de	12	31	3	B	2, 4, 8, 12, 23, 24, 29, 30, 32
8	7	1	een	18	33	4	B	0, 2, 4, 8, 18, 20, 23, 32
8	4	1	zijn	16	23	2	A	11, 12, 16, 17, 25, 26, 32, 33
7	7	1	dat	16	22	1	A	12, 16, 17, 25, 26, 30, 33
6	6	1	nog	13	25	1	B	8, 13, 14, 20, 24, 32
5	5	1	citroen	17	24	1	A	5, 17, 23, 26, 28
5	5	1	lepel	30	21	3	A	12, 23, 29, 30, 32
5	5	1	met	17	21	1	A	12, 17, 23, 26, 32
5	5	1	ook	12	13	1	B	8, 12, 14, 17, 20
4	4	1	het	17	20	1	A	11, 17, 27, 30
3	3	1	balk	24	25	1	B	8, 24, 32
3	3	1	er	13	12	1	B	8, 13, 19
3	3	1	ik	5	18	1	B	0, 5, 17
3	3	1	kop	12	28	1	B	0, 12, 27
3	1	1	lepeltje	18	19	1	B	2, 18, 20
3	1	1	weer	17	15	1	A	12, 17, 26
2	2	1	links	32	13	1	B	20, 32
2	2	1	maar	12	5	1	B	8, 12

