Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	een kop met een ei	8	B	14, 21
2	4	op de bovenkant en	17	B	5, 21
3	3	een kop met	19	B	3, 14, 21
2	3	aan de voorkant	22	B	5, 26
2	3	dat zijn L	5	B	20, 24
2	3	door het midden	13	B	3, 15
2	3	een pilaar aan	13	B	14, 26
3	2	een pilaar	13	B	14, 25, 26
3	2	het midden	19	B	3, 15, 21
3	2	met een	8	B	14, 15, 21
2	2	en een	10	B	5, 14
2	2	het zijn	7	B	3, 9
6	1	het	23	B	3, 8, 9, 15, 21, 25
5	1	de	24	B	3, 5, 21, 25, 26
5	1	en	21	B	5, 14, 15, 21, 25
5	1	met	23	B	3, 14, 15, 21, 25
5	1	zijn	22	B	3, 8, 9, 20, 24
3	1	door	23	B	3, 15, 25
3	1	ei	12	B	14, 21, 25
3	1	op	22	B	5, 21, 26
2	1	dan	5	B	8, 12
2	1	doorboren	5	B	21, 25
2	1	ja	6	B	19, 24
2	1	oké	10	B	2, 11
2	1	staaf	3	B	3, 5

