Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	3	dienblad en de	17	4	1	A	14, 17
2	2	3	en de toeter	14	3	1	B	12, 14
2	2	3	ja dat zijn	13	3	1	B	11, 13
4	2	2	dat zijn	7	12	1	B	2, 7, 11, 13
3	1	2	de toeter	12	7	1	A	8, 12, 14
3	3	2	deze hebben	3	15	1	A	0, 3, 14
3	1	2	dienblad en	17	9	2	A	9, 14, 17
2	2	2	dienblad vast	8	6	1	B	3, 8
2	2	2	dienblad vasthouden	12	13	1	A	0, 12
2	2	2	met een	3	3	1	A	1, 3
8	5	1	toeter	12	19	4	A	1, 4, 8, 9, 12, 14, 18, 19
7	5	1	ja	4	15	1	B	2, 4, 6, 11, 13, 15, 16
6	2	1	en	3	17	1	A	1, 3, 9, 12, 14, 17
6	2	1	zijn	12	16	1	B	2, 7, 11, 12, 13, 17
5	1	1	dat	7	12	2	B	2, 3, 7, 11, 13
5	3	1	de	12	17	2	A	1, 8, 12, 14, 17
4	2	1	deze	3	15	1	A	0, 3, 8, 14
4	4	1	die	10	10	1	A	8, 10, 12, 17
4	2	1	hebben	3	15	2	A	0, 1, 3, 14
4	2	1	met	8	17	1	A	1, 3, 8, 17
3	3	1	een	3	4	2	A	0, 1, 3
2	2	1	zeggen	20	20	1	A	1, 20

