Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	en een antenne op zijn	10	B	1, 10
2	3	, of een	9	B	8, 16
2	3	op zijn kop	16	B	1, 16
4	2	op zijn	17	B	0, 1, 10, 16
3	2	een antenne	16	B	1, 10, 16
2	2	, en	7	B	10, 16
2	2	twee armp	10	B	1, 10
7	1	zijn	17	B	0, 1, 6, 9, 10, 15, 16
5	1	een	17	B	0, 1, 8, 10, 16
5	1	op	17	B	0, 1, 9, 10, 16
4	1	en	16	B	1, 9, 10, 16
4	1	met	20	B	0, 1, 8, 19
3	1	twee	16	B	1, 10, 16
2	1	J	15	B	6, 20
2	1	aan	7	B	10, 16
2	1	bak	8	B	0, 7
2	1	die	2	B	9, 10
2	1	ja	4	B	5, 8
2	1	zich	8	B	1, 8
2	1	zo	9	B	1, 9

