Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	aan het uiteinde	6	B	11, 16
2	3	met twee bollet	6	B	11, 16
2	3	zitten een lepeltje	10	B	2, 11
3	2	klein lepeltje	21	B	11, 22, 31
3	2	twee bollet	10	B	11, 16, 20
2	2	aan de	10	B	20, 29
2	2	en een	12	B	11, 22
2	2	en het	7	B	5, 11
2	2	even kijken	16	B	1, 16
2	2	soort van	10	B	2, 11
2	2	staaf met	12	B	5, 16
5	1	een	21	B	2, 5, 11, 16, 22
4	1	ja	17	B	10, 16, 18, 26
3	1	het	12	B	5, 11, 16
3	1	soort	10	B	2, 5, 11
3	1	staaf	12	B	5, 11, 16
3	1	uiteinde	10	B	11, 16, 20
2	1	achterin	22	B	2, 23
2	1	bolle	25	B	5, 29
2	1	cirkel	7	B	5, 11
2	1	voor	18	B	11, 28
2	1	zitten	10	B	2, 11

