Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	dat rond en dan	7	B	20, 26
2	3	met zo'n een	6	B	4, 9
2	3	staaf erdoorheen en	12	B	9, 20
2	3	weer die een	12	B	9, 20
2	3	zeggen maar met	12	B	9, 20
2	3	zuignap zeggen maar	7	B	20, 26
4	2	en dan	23	B	4, 9, 20, 26
4	2	zeggen maar	18	B	9, 10, 20, 26
3	2	bij mij	18	B	8, 19, 25
3	2	die een	18	B	9, 20, 26
2	2	aan de	2	B	9, 10
2	2	een zuignap	10	B	11, 20
2	2	met zo'n	6	B	4, 9
5	1	dan	23	B	4, 8, 9, 20, 26
5	1	een	23	B	4, 9, 11, 20, 26
5	1	ja	20	B	6, 8, 14, 18, 25
4	1	dat	8	B	19, 20, 25, 26
4	1	met	23	B	4, 9, 20, 26
4	1	staaf	17	B	4, 9, 10, 20
3	1	die	18	B	9, 20, 26
3	1	ook	7	B	4, 9, 10
3	1	rond	17	B	10, 20, 26
3	1	zijn	18	B	8, 19, 25
3	1	zo'n	7	B	4, 9, 10
2	1	de	2	B	9, 10
2	1	oké	17	B	7, 23
2	1	weer	12	B	9, 20

