Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
3	3	3	ja dat zijn	27	9	1	A	23, 27, 31
7	4	2	dat zijn	6	30	1	A	2, 6, 15, 20, 23, 27, 31
4	1	2	ja dat	27	16	2	A	16, 23, 27, 31
3	3	2	met het	26	8	1	B	22, 26, 29
2	2	2	dit zijn	24	3	1	B	22, 24
2	2	2	een staaf	17	9	1	B	9, 17
2	2	2	klein dinge	20	2	1	A	19, 20
14	10	1	ja	5	28	1	A	4, 5, 10, 12, 13, 14, 16, 18, 21, 22, 23, 25, 27, 31
11	4	1	dat	6	31	2	A	1, 2, 6, 8, 15, 16, 20, 23, 24, 27, 31
8	6	1	het	16	22	2	B	8, 9, 16, 17, 22, 26, 28, 29
8	5	1	met	22	28	4	A	2, 10, 16, 19, 22, 24, 26, 29
6	4	1	een	9	19	2	A	1, 2, 9, 10, 17, 19
4	4	1	hamer	16	21	1	B	8, 16, 22, 28
4	2	1	klein	20	26	2	A	1, 19, 20, 26
3	1	1	dinge	19	18	1	B	3, 19, 20
3	1	1	dit	22	24	1	A	1, 22, 24
3	3	1	en	9	10	1	A	2, 9, 11
3	3	1	er	9	16	1	A	2, 9, 17
3	3	1	of	9	10	1	A	1, 9, 10
3	1	1	staaf	24	16	1	B	9, 17, 24
2	2	1	bolle	16	8	1	B	9, 16
2	2	1	deze	16	9	1	B	8, 16
2	2	1	lijken	17	9	1	B	9, 17
2	2	1	oké	7	8	1	A	0, 7
2	2	1	soort	3	3	1	A	1, 3
2	2	1	zo'n	19	17	1	B	3, 19

