Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	ander die erop lijken	2	A	2, 3
2	4	je hebben er één	2	A	3, 4
3	3	je hebben er	3	A	2, 3, 4
2	3	dat zijn hem	2	A	3, 4
2	3	staan op een	3	A	1, 3
3	2	dat zijn	20	A	3, 4, 22
3	2	de waterpomp	12	A	23, 30, 34
2	2	bolle bovenop	12	A	25, 36
8	1	ja	40	A	1, 2, 3, 10, 13, 17, 21, 40
5	1	dat	22	A	1, 2, 3, 4, 22
5	1	de	28	A	7, 23, 25, 30, 34
5	1	een	18	A	1, 3, 4, 12, 18
5	1	hebben	17	A	2, 3, 4, 7, 18
5	1	waterpomp	33	A	2, 17, 23, 30, 34
4	1	die	35	A	2, 3, 18, 36
4	1	en	33	A	4, 7, 25, 36
4	1	zijn	22	A	1, 3, 4, 22
3	1	niet	3	A	2, 3, 4
3	1	nummer	19	A	22, 32, 40
3	1	op	7	A	1, 3, 7
3	1	één	3	A	2, 3, 4
2	1	ander	2	A	2, 3
2	1	het	24	A	2, 25
2	1	maar	3	A	1, 3
2	1	ook	9	A	4, 12
2	1	staaf	12	A	25, 36

