Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	druppel boven en link	4	A	0, 3
2	3	de kubus rechts	5	A	15, 19
2	3	kubus rechts en	17	A	3, 19
3	2	boven en	16	A	0, 3, 15
3	2	en link	20	A	0, 3, 19
2	2	een kubus	7	A	1, 7
2	2	en dan	2	A	6, 7
2	2	en de	5	A	15, 19
8	1	en	20	A	0, 1, 3, 6, 7, 8, 15, 19
6	1	een	25	A	0, 1, 2, 7, 8, 24
6	1	kubus	19	A	1, 2, 3, 7, 15, 19
4	1	boven	16	A	0, 3, 8, 15
4	1	rechts	17	A	3, 7, 15, 19
3	1	de	19	A	1, 15, 19
3	1	ovaal	16	A	0, 5, 15
2	1	die	7	A	2, 8
2	1	dus	3	A	3, 5
2	1	hij	3	A	0, 2
2	1	ja	6	A	13, 18
2	1	lang	4	A	0, 3
2	1	links	10	A	6, 15
2	1	zijn	7	A	2, 8
2	1	zo	4	A	2, 5
2	1	zo'n	3	A	3, 5

