Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	3	zijn de trofee	23	12	1	A	12, 23
6	4	2	de trofee	23	18	3	A	12, 17, 20, 23, 24, 29
3	3	2	dat zijn	12	11	2	B	2, 8, 12
3	1	2	zijn de	12	16	1	B	8, 12, 23
2	2	2	de bokaal	28	17	1	A	12, 28
10	2	1	de	2	30	1	A	0, 2, 8, 12, 17, 20, 23, 24, 28, 29
10	4	1	trofee	16	23	3	A	7, 9, 12, 16, 17, 20, 21, 23, 24, 29
9	9	1	ja	4	25	1	B	1, 4, 5, 8, 9, 10, 14, 18, 25
5	2	1	zijn	12	22	2	B	2, 8, 12, 16, 23
4	4	1	ik	3	14	1	A	0, 3, 7, 13
3	1	1	bokaal	28	17	2	A	12, 27, 28
3	3	1	die	13	8	1	A	9, 13, 16
3	3	1	zien	7	8	1	B	6, 7, 13
2	2	1	een	9	8	1	B	2, 9
2	2	1	je	9	4	1	B	6, 9

