Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
4	4	2	heel tipitent	28	11	2	B	21, 27, 28, 31
3	3	2	dat zijn	20	21	2	A	0, 18, 20
2	2	2	dit zijn	19	10	1	B	10, 19
12	12	1	ja	9	27	3	B	2, 5, 6, 9, 11, 12, 15, 20, 22, 23, 26, 28
12	7	1	zijn	8	33	5	A	0, 1, 3, 4, 7, 8, 10, 18, 19, 20, 30, 32
9	5	1	tipitent	10	31	1	A	1, 10, 13, 19, 21, 25, 27, 28, 31
5	5	1	de	21	29	3	A	3, 4, 19, 21, 31
4	4	1	die	13	23	1	B	10, 13, 14, 32
3	3	1	helemaal	16	5	1	A	13, 16, 17
3	3	1	het	8	31	1	A	0, 8, 30
2	2	1	met	10	11	1	A	0, 10
2	2	1	okee	29	12	1	A	18, 29

