Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
4	4	3	aan de onderkant	2	11	1	A	1, 2, 3, 11
2	2	3	dan zijn het	14	7	1	A	8, 14
6	2	2	aan de	8	20	1	A	1, 2, 3, 8, 11, 20
5	5	2	dat zijn	26	12	2	A	23, 24, 26, 32, 34
3	1	2	zijn het	17	10	1	A	8, 14, 17
2	2	2	dit zijn	16	17	1	A	0, 16
2	2	2	en een	18	18	1	A	1, 18
2	2	2	even kijken	18	19	1	A	0, 18
2	2	2	nog twee	20	13	1	A	8, 20
2	2	2	zijn die	28	13	1	B	16, 28
17	17	1	ja	7	34	2	A	1, 3, 7, 10, 11, 12, 13, 17, 19, 21, 22, 23, 24, 25, 29, 31, 34
10	7	1	het	14	30	4	A	1, 6, 8, 11, 14, 16, 17, 18, 24, 30
8	2	1	aan	24	30	1	A	1, 2, 3, 8, 11, 20, 24, 30
8	8	1	citroen	16	28	2	A	6, 9, 16, 18, 24, 27, 30, 33
8	2	1	de	18	33	1	A	1, 2, 3, 8, 11, 18, 20, 33
7	6	1	een	18	21	5	A	1, 6, 8, 9, 11, 18, 21
6	2	1	dat	26	27	3	A	8, 23, 24, 26, 32, 34
6	4	1	en	18	21	3	A	1, 8, 11, 18, 20, 21
5	5	1	cocktail	27	28	2	A	6, 24, 27, 30, 33
5	4	1	dan	14	10	4	A	5, 8, 9, 11, 14
5	5	1	met	16	25	1	A	9, 16, 18, 27, 33
4	4	1	ook	18	10	2	A	11, 17, 18, 20
4	2	1	twee	18	13	2	A	8, 11, 18, 20
3	2	1	die	28	13	2	B	16, 18, 28
3	3	1	in	16	11	2	A	6, 8, 16
3	1	1	kijken	18	19	2	A	0, 5, 18
3	3	1	okee	15	12	2	B	4, 14, 15

