Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	6	dit zijn die met het knot	9	B	27, 35
2	5	en twee arm rechts en	9	B	28, 36
3	3	twee arm rechts	30	B	7, 28, 36
3	2	met een	5	B	9, 11, 13
2	2	dat zijn	21	B	6, 26
2	2	en een	20	B	9, 28
2	2	kromme voet	10	B	28, 37
2	2	stok erdoorheen	7	B	9, 15
8	1	ja	27	B	6, 13, 14, 15, 19, 23, 25, 32
6	1	een	26	B	3, 4, 9, 11, 13, 28
6	1	en	33	B	4, 8, 9, 17, 28, 36
6	1	met	27	B	9, 11, 13, 15, 27, 35
5	1	zijn	30	B	6, 9, 26, 27, 35
3	1	de	28	B	10, 36, 37
3	1	het	33	B	3, 27, 35
3	1	kromme	30	B	8, 28, 37
3	1	op	28	B	9, 17, 36
3	1	voet	10	B	28, 36, 37
2	1	ik	2	B	6, 7

