Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
6	6	2	dit zijn	5	19	1	A	0, 5, 9, 13, 16, 18
2	2	2	de staaf	16	4	1	B	13, 16
2	2	2	die met	18	10	1	A	9, 18
2	2	2	en daar	5	6	1	A	0, 5
2	2	2	en dan	13	4	1	A	10, 13
2	2	2	met die	18	10	1	A	9, 18
2	2	2	zitten een	5	6	1	A	0, 5
9	9	1	ja	2	19	1	A	1, 2, 3, 6, 7, 8, 11, 14, 19
7	7	1	aan	5	19	1	A	0, 5, 9, 10, 13, 16, 18
7	7	1	de	5	19	1	A	0, 5, 9, 10, 13, 16, 18
5	2	1	en	5	17	1	A	0, 5, 10, 13, 16
5	3	1	met	7	19	1	A	0, 7, 9, 16, 18
5	5	1	rond	9	10	1	B	7, 9, 10, 13, 16
4	2	1	die	13	10	1	A	9, 13, 16, 18
4	4	1	doorheen	5	19	1	A	0, 5, 13, 18
3	3	1	een	5	11	1	A	0, 5, 10
3	3	1	emmer	5	14	1	A	0, 5, 13
3	1	1	staaf	13	8	1	A	9, 13, 16
3	2	1	zitten	5	14	1	A	0, 5, 13
2	2	1	plat	10	4	1	B	7, 10
2	2	1	schijf	13	14	1	A	0, 13

