Freq.	Size	Surface Form	Spanning	First Speaker	Turns
4	3	aan de onderkant	38	A	1, 8, 25, 38
2	3	die plaat die	24	A	15, 38
2	3	twee van die	14	A	12, 25
5	2	de onderkant	39	A	1, 8, 25, 38, 39
4	2	aan de	38	A	1, 8, 25, 38
3	2	plaat die	28	A	11, 15, 38
3	2	twee van	22	A	4, 12, 25
2	2	die twee	28	A	12, 39
2	2	dit zijn	15	A	11, 25
2	2	door het	15	A	11, 25
2	2	het beker	7	A	6, 12
2	2	maar daar	36	A	4, 39
2	2	van die	14	A	12, 25
2	2	weer die	14	A	25, 38
2	2	zijn het	8	A	10, 17
9	1	ja	30	A	4, 15, 19, 22, 23, 25, 31, 32, 33
8	1	die	37	A	6, 11, 12, 15, 25, 38, 39, 42
8	1	zijn	38	A	1, 10, 11, 15, 17, 24, 25, 38
7	1	de	42	A	1, 8, 11, 25, 38, 39, 42
5	1	aan	38	A	1, 6, 8, 25, 38
5	1	twee	39	A	1, 4, 12, 25, 39
4	1	weer	28	A	11, 12, 25, 38
3	1	daar	36	A	4, 15, 39
3	1	hebben	15	A	1, 4, 15
3	1	je	19	A	1, 4, 19
3	1	onderaan	29	A	11, 17, 39
2	1	ballerina	6	A	37, 42
2	1	boven	10	A	6, 15
2	1	bovenaan	4	A	12, 15
2	1	dan	10	A	10, 19
2	1	dat	24	A	1, 24
2	1	door	15	A	11, 25
2	1	dus	7	A	19, 25
2	1	en	6	A	1, 6
2	1	er	4	A	1, 4
2	1	ik	17	A	15, 31
2	1	met	15	A	25, 39
2	1	nu	3	A	17, 19
2	1	nummer	15	A	10, 24
2	1	ook	22	A	4, 25

