Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
6	6	2	met een	16	30	3	A	1, 3, 7, 16, 23, 30
3	3	2	de propeller	2	6	1	A	1, 2, 6
3	3	2	naar rechts	6	6	2	A	1, 5, 6
2	2	2	dat zijn	22	3	1	A	20, 22
2	2	2	ei met	26	11	1	B	16, 26
2	2	2	en daar	17	8	1	A	10, 17
2	2	2	en de	6	6	1	A	1, 6
2	2	2	zijn het	21	7	1	B	15, 21
9	7	1	de	2	30	1	A	1, 2, 3, 6, 7, 12, 21, 26, 30
9	9	1	een	16	30	5	A	1, 3, 7, 10, 12, 16, 17, 23, 30
9	9	1	ja	19	28	6	B	4, 8, 9, 11, 13, 17, 19, 27, 31
9	5	1	zijn	15	30	3	A	1, 3, 7, 15, 20, 21, 22, 24, 30
8	5	1	en	6	30	2	A	1, 5, 6, 10, 16, 17, 23, 30
8	3	1	met	16	30	3	A	1, 3, 7, 16, 21, 23, 26, 30
6	4	1	ei	26	15	3	B	16, 17, 23, 26, 28, 30
6	4	1	het	13	20	1	A	7, 13, 15, 16, 21, 26
6	6	1	zuignap	21	15	2	B	16, 17, 21, 23, 26, 30
5	5	1	oké	13	23	1	A	0, 13, 14, 18, 22
5	5	1	zitten	2	12	1	A	1, 2, 3, 10, 12
4	4	1	aan	24	24	3	A	1, 7, 12, 24
4	4	1	dan	13	18	1	A	5, 13, 15, 22
4	4	1	die	24	30	2	A	1, 3, 24, 30
3	1	1	dat	20	6	1	B	17, 20, 22
3	3	1	ik	13	17	1	A	0, 13, 16
3	1	1	propeller	2	6	1	A	1, 2, 6
3	3	1	wijken	6	6	2	A	1, 5, 6
2	2	1	hebben	17	18	1	A	0, 17
2	2	1	ook	7	2	1	B	6, 7
2	2	1	pilaar	26	10	1	B	17, 26

