Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	plank met de pan	27	2	1	B	26, 27
10	10	2	bij mij	7	31	1	A	3, 7, 11, 12, 15, 17, 22, 27, 29, 33
5	5	2	dit zijn	14	22	1	A	10, 14, 20, 26, 31
3	3	2	dat zijn	3	11	1	B	1, 3, 11
3	1	2	de pan	26	18	1	A	10, 26, 27
3	3	2	die pan	20	18	1	B	14, 20, 31
3	1	2	plank met	27	14	2	B	14, 26, 27
2	2	2	in zitten	10	10	1	B	1, 10
2	2	2	met die	20	7	1	B	14, 20
2	2	2	pan in	10	10	1	B	1, 10
11	11	1	ja	3	34	1	B	0, 3, 9, 11, 15, 16, 18, 22, 23, 27, 33
11	1	1	mij	3	34	1	B	0, 3, 7, 11, 12, 15, 17, 22, 27, 29, 33
10	10	1	o	5	31	1	A	2, 5, 6, 9, 11, 14, 23, 25, 27, 32
10	5	1	zijn	3	32	2	B	0, 1, 3, 10, 11, 14, 15, 20, 26, 31
8	6	1	die	11	29	2	A	3, 10, 11, 14, 20, 21, 27, 31
6	1	1	dit	10	32	1	B	0, 10, 14, 20, 26, 31
5	5	1	dan	10	25	3	B	0, 1, 8, 10, 24
5	4	1	dat	3	14	1	B	1, 3, 10, 11, 14
5	5	1	een	3	11	2	B	0, 1, 3, 6, 10
5	1	1	met	14	18	1	A	10, 14, 20, 26, 27
5	5	1	moeten	3	25	1	B	0, 3, 8, 18, 24
4	4	1	er	20	31	2	B	1, 14, 20, 31
4	2	1	in	3	14	1	B	1, 3, 10, 14
4	1	1	plank	27	28	3	B	0, 14, 26, 27
4	4	1	waar	10	28	2	B	0, 1, 10, 27
3	3	1	ik	24	22	2	A	3, 18, 24
3	3	1	klikken	18	17	1	B	8, 18, 24
3	3	1	maar	3	4	2	B	0, 1, 3
3	3	1	wat	3	7	1	B	0, 3, 6
3	3	1	zeggen	3	4	2	B	0, 1, 3
2	2	1	echt	19	17	1	A	3, 19
2	2	1	het	26	24	1	A	3, 26
2	2	1	jij	10	3	1	B	8, 10
2	2	1	staan	27	27	1	B	1, 27

