Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	7	oor die aan de onderkant bre worden	6	B	0, 5
2	3	een soort hanekam	11	B	0, 10
3	2	een soort	11	B	0, 5, 10
2	2	dat zijn	5	B	27, 31
2	2	deze hebben	21	B	0, 20
2	2	een klein	10	B	1, 10
2	2	een neus	2	B	2, 3
8	1	een	14	B	0, 1, 2, 3, 5, 10, 12, 13
5	1	die	27	B	0, 3, 5, 6, 26
5	1	zijn	32	B	0, 13, 26, 27, 31
4	1	dat	19	B	13, 17, 27, 31
4	1	hanekam	29	B	0, 10, 20, 28
3	1	de	21	B	0, 5, 20
3	1	en	21	B	0, 2, 20
3	1	oor	21	B	0, 5, 20
2	1	ja	8	B	17, 24
2	1	twee	4	B	0, 3

