Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	6	en aan de zijkant twee armp	8	A	4, 11
3	5	lang staaf aan de voorkant	26	A	0, 15, 25
4	3	aan de zijkant	22	A	4, 11, 17, 25
3	3	en aan de	11	A	1, 4, 11
7	2	aan de	26	A	0, 1, 4, 11, 15, 17, 25
3	2	twee armp	14	A	4, 11, 17
2	2	en twee	9	A	17, 25
2	2	zitten een	2	A	0, 1
7	1	de	26	A	0, 1, 4, 11, 15, 17, 25
6	1	twee	32	A	4, 11, 14, 17, 25, 35
5	1	ja	22	A	7, 11, 13, 23, 28
4	1	armp	19	A	4, 11, 17, 22
4	1	een	17	A	0, 1, 15, 16
3	1	bol	25	A	1, 16, 25
2	1	van	26	A	0, 25

