Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	5	dit zijn die met dat	22	5	1	B	18, 22
3	1	4	dit zijn die met	18	10	1	A	13, 18, 22
2	2	4	en dan aan de	10	11	1	A	0, 10
2	2	4	pluim aan de bovenkant	14	7	1	B	8, 14
4	4	3	aan de rechterkant	13	19	1	B	4, 13, 18, 22
4	1	3	zijn die met	27	15	1	A	13, 18, 22, 27
2	2	3	ook en daarachter	19	18	1	A	2, 19
9	2	2	aan de	4	23	2	A	0, 2, 4, 8, 10, 13, 14, 18, 22
7	7	2	dat zijn	12	26	1	B	7, 12, 17, 21, 26, 27, 32
6	5	2	en dan	9	29	1	A	0, 9, 10, 19, 23, 28
4	4	2	klein worden	22	19	2	B	10, 18, 22, 28
2	2	2	boven en	27	5	1	A	23, 27
16	16	1	ja	3	32	2	A	0, 2, 3, 5, 11, 13, 15, 16, 19, 20, 21, 24, 25, 29, 30, 31
12	4	1	dat	12	29	2	B	4, 7, 12, 14, 17, 18, 21, 22, 23, 26, 27, 32
11	6	1	en	4	31	2	A	0, 2, 4, 9, 10, 14, 19, 23, 27, 28, 30
11	1	1	zijn	7	33	1	A	0, 7, 12, 13, 17, 18, 21, 22, 26, 27, 32
9	1	1	de	14	23	2	A	0, 2, 4, 8, 10, 13, 14, 18, 22
8	6	1	die	10	28	1	A	1, 10, 13, 18, 22, 23, 27, 28
6	2	1	dan	9	29	1	A	0, 9, 10, 19, 23, 28
5	5	1	het	9	31	1	A	0, 9, 10, 13, 30
5	1	1	worden	10	28	1	A	1, 10, 18, 22, 28
4	4	1	een	10	20	2	A	0, 2, 10, 19
4	2	1	pluim	8	18	1	A	2, 8, 14, 19
4	4	1	staart	14	21	1	B	10, 14, 19, 30
4	4	1	vierkant	4	23	1	A	0, 4, 13, 22
3	1	1	daarachter	10	18	1	A	2, 10, 19
3	3	1	rond	8	13	1	A	2, 8, 14
3	3	1	zitten	4	5	2	A	0, 2, 4
3	3	1	zo'n	8	9	2	A	0, 2, 8
2	2	1	bovenop	19	18	1	A	2, 19
2	2	1	links	23	15	1	B	9, 23
2	2	1	nog	19	18	1	A	2, 19
2	2	1	steeds	10	11	1	A	0, 10

