Freq.	Size	Surface Form	Spanning	First Speaker	Turns
3	6	hoe noemen je dat ook alweer	17	A	14, 25, 30
5	3	hoe noemen je	17	A	14, 15, 16, 25, 30
4	3	een soort van	20	A	6, 8, 18, 25
3	3	er zitten een	4	A	15, 17, 18
2	3	daaronder zitten een	5	A	18, 22
2	3	het maken een	2	A	18, 19
2	3	naar de driehoek	23	A	6, 28
5	2	soort van	20	A	6, 8, 18, 21, 25
4	2	ook alweer	17	A	14, 16, 25, 30
4	2	zitten een	8	A	15, 17, 18, 22
3	2	dat zijn	11	A	3, 5, 13
3	2	een driehoek	22	A	1, 15, 22
2	2	ah ja	23	A	12, 34
2	2	en dan	17	A	6, 22
2	2	ja weer	31	A	6, 36
2	2	op de	16	A	23, 38
2	2	zijn een	11	A	21, 31
11	1	een	31	A	1, 6, 8, 15, 17, 18, 19, 21, 22, 25, 31
8	1	die	34	A	1, 14, 16, 21, 23, 25, 28, 34
8	1	ja	35	A	2, 5, 6, 12, 25, 31, 34, 36
7	1	zitten	32	A	3, 15, 17, 18, 22, 23, 34
6	1	de	33	A	6, 14, 23, 28, 36, 38
6	1	driehoek	36	A	1, 6, 15, 22, 28, 36
6	1	zijn	29	A	3, 5, 13, 15, 21, 31
5	1	het	17	A	15, 18, 19, 21, 31
5	1	hoe	17	A	14, 15, 16, 25, 30
5	1	je	17	A	14, 15, 16, 25, 30
5	1	noemen	17	A	14, 15, 16, 25, 30
5	1	ook	28	A	3, 14, 16, 25, 30
5	1	soort	20	A	6, 8, 18, 21, 25
5	1	van	20	A	6, 8, 18, 21, 25
4	1	en	17	A	6, 17, 18, 22
4	1	er	16	A	3, 15, 17, 18
4	1	ik	18	A	14, 15, 17, 31
4	1	spaghetti	12	A	14, 15, 16, 25
3	1	dan	29	A	6, 22, 34
3	1	maar	9	A	17, 21, 25
3	1	maken	8	A	18, 19, 25
3	1	met	31	A	6, 15, 36
3	1	op	22	A	17, 23, 38
3	1	spiraal	31	A	6, 31, 36
2	1	cirkel	4	A	18, 21
2	1	drie	4	A	3, 6
2	1	hem	3	A	15, 17
2	1	naar	23	A	6, 28
2	1	tenminste	5	A	15, 19
2	1	uitsteeksel	11	A	8, 18
2	1	verlenging	14	A	15, 28
2	1	vier	31	A	5, 35

