Freq.	Size	Surface Form	Spanning	First Speaker	Turns
3	4	dit zijn de hoofdvorm	21	B	16, 29, 36
2	3	aan de voorkant	18	B	19, 36
2	3	aan de zijkant	13	B	10, 22
2	3	met aan de	15	B	22, 36
3	2	de hoofdvorm	21	B	16, 29, 36
3	2	een ei	21	B	9, 18, 29
2	2	een knik	6	B	31, 36
2	2	een rechthoekig	7	B	30, 36
2	2	en links	6	B	31, 36
2	2	rechts en	10	B	22, 31
2	2	uit met	10	B	22, 31
8	1	een	28	B	9, 11, 18, 21, 29, 30, 31, 36
4	1	ei	28	B	9, 18, 29, 36
4	1	en	28	B	9, 22, 31, 36
4	1	hebben	14	B	6, 9, 11, 19
4	1	hoofdvorm	28	B	9, 16, 29, 36
4	1	zijn	21	B	16, 29, 30, 36
3	1	ja	26	B	3, 6, 28
3	1	met	15	B	22, 31, 36
3	1	rechts	15	B	22, 31, 36
3	1	staaf	18	B	19, 21, 36
2	1	daarop	10	B	9, 18
2	1	die	23	B	9, 31
2	1	er	3	B	29, 31
2	1	je	11	B	9, 19
2	1	liggen	21	B	9, 29
2	1	okee	12	B	14, 25
2	1	ook	6	B	31, 36
2	1	steken	10	B	22, 31
2	1	zo'n	4	B	19, 22

