Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
7	7	2	Flappy Bird	7	25	1	A	0, 7, 9, 15, 18, 20, 24
2	2	2	ja ik	16	14	1	B	3, 16
2	2	2	zien ik	18	16	1	B	3, 18
11	10	1	ja	5	23	1	B	3, 5, 6, 8, 10, 16, 17, 19, 21, 23, 25
8	1	1	Bird	12	25	1	A	0, 7, 9, 12, 15, 18, 20, 24
8	1	1	Flappy	3	25	1	A	0, 3, 7, 9, 15, 18, 20, 24
4	4	1	die	3	9	1	A	2, 3, 8, 10
4	4	1	even	16	9	2	B	10, 12, 16, 18
4	3	1	ik	8	16	1	B	3, 8, 16, 18
4	4	1	kijken	16	9	2	B	10, 12, 16, 18
4	4	1	o	10	17	2	A	0, 2, 10, 16
4	4	1	zijn	15	15	2	A	2, 4, 15, 16
3	3	1	een	15	17	1	A	2, 15, 18
3	3	1	goed	15	6	1	A	13, 15, 18
3	1	1	zien	3	17	1	A	2, 3, 18
3	3	1	zitten	10	21	1	A	2, 10, 22
2	2	1	als	3	2	1	A	2, 3
2	2	1	gewoon	3	2	1	A	2, 3
2	2	1	istek	3	2	1	A	2, 3
2	2	1	maar	3	2	1	A	2, 3
2	2	1	wat	4	4	1	B	1, 4

