Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	een met de	15	B	9, 23
2	3	en de verrekijker	11	B	23, 33
3	2	het zijn	28	B	6, 23, 33
2	2	de piramide	25	B	9, 33
2	2	en de	11	B	23, 33
2	2	met de	15	B	9, 23
6	1	ja	29	B	3, 5, 18, 19, 26, 31
5	1	zijn	28	B	6, 9, 21, 23, 33
4	1	een	15	B	9, 10, 11, 23
4	1	en	24	B	10, 11, 23, 33
4	1	het	28	B	6, 9, 23, 33
4	1	piramide	25	B	9, 26, 29, 33
3	1	de	25	B	9, 23, 33
3	1	verrekijker	15	B	19, 23, 33
2	1	dat	10	B	10, 19
2	1	ervoor	3	B	11, 13
2	1	met	15	B	9, 23

