Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	op zijn hoofd	13	A	17, 29
2	2	dat zijn	20	A	9, 28
2	2	de half	14	A	16, 29
2	2	een veer	13	A	17, 29
2	2	en een	13	A	17, 29
2	2	half bol	24	A	16, 39
2	2	half cirkel	21	A	9, 29
7	1	zijn	24	A	6, 9, 15, 16, 17, 28, 29
5	1	een	27	A	9, 17, 19, 29, 35
4	1	half	31	A	9, 16, 29, 39
3	1	dat	20	A	9, 12, 28
3	1	en	24	A	6, 17, 29
3	1	ja	35	A	4, 19, 38
3	1	met	24	A	16, 29, 39
3	1	okee	21	A	8, 11, 28
2	1	die	4	A	6, 9
2	1	geen	10	A	0, 9
2	1	hebben	30	A	0, 29
2	1	ik	13	A	0, 12
2	1	langwerpig	21	A	6, 26
2	1	maar	27	A	9, 35
2	1	rond	21	A	15, 35

