Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	beetje link naar voren	34	A	3, 36
2	4	legoblok die uitsteken en	12	A	38, 49
2	4	één aan de bovenkant	34	A	3, 36
2	3	aan de rechterkant	35	A	4, 38
2	3	die legoblok die	10	A	29, 38
2	3	die steeds groot	24	A	6, 29
3	2	nog een	26	A	4, 7, 29
2	2	dit zijn	12	A	36, 47
2	2	een beetje	36	A	3, 38
2	2	en dan	23	A	7, 29
2	2	het kop	33	A	4, 36
2	2	ja nummer	7	A	46, 52
2	2	nummer zeven	18	A	35, 52
11	1	ja	53	A	0, 6, 10, 20, 26, 29, 33, 36, 44, 46, 52
8	1	een	45	A	3, 4, 7, 8, 12, 29, 38, 47
6	1	de	49	A	1, 3, 4, 36, 38, 49
6	1	die	46	A	4, 6, 29, 38, 47, 49
6	1	en	47	A	3, 7, 29, 38, 47, 49
4	1	beetje	36	A	3, 12, 36, 38
4	1	dan	30	A	6, 7, 29, 35
3	1	bovenkant	45	A	3, 36, 47
3	1	groot	26	A	4, 6, 29
3	1	okee	37	A	0, 14, 36
3	1	uitsteken	46	A	4, 38, 49
2	1	gek	10	A	29, 38
2	1	je	4	A	1, 4
2	1	linksachter	32	A	7, 38
2	1	met	12	A	36, 47
2	1	raar	43	A	7, 49
2	1	rechts	21	A	29, 49
2	1	uitsteeksel	23	A	7, 29
2	1	wel	2	A	0, 1
2	1	worden	24	A	6, 29
2	1	zeppelinfigur	12	A	36, 47
2	1	één	34	A	3, 36

