Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
3	3	3	dit zijn die	19	12	1	B	13, 19, 24
3	3	3	ja dat zijn	34	27	2	A	8, 28, 34
5	2	2	dat zijn	34	27	4	A	8, 18, 26, 28, 34
4	4	2	de tafel	13	16	1	A	9, 13, 19, 24
4	1	2	dit zijn	30	18	1	B	13, 19, 24, 30
4	4	2	met de	13	19	1	A	9, 13, 19, 27
3	3	2	die heel	19	12	1	B	13, 19, 24
2	2	2	heel klein	11	2	1	B	10, 11
2	2	2	zo'n klein	9	4	1	B	6, 9
13	8	1	zijn	8	35	2	B	0, 1, 8, 12, 13, 18, 19, 24, 26, 28, 30, 31, 34
12	12	1	een	3	34	1	B	0, 3, 5, 7, 9, 14, 18, 19, 21, 25, 30, 33
12	9	1	ja	8	31	1	B	4, 8, 9, 11, 15, 16, 17, 20, 23, 28, 29, 34
10	7	1	die	3	31	2	B	1, 2, 3, 9, 13, 19, 20, 24, 30, 31
10	10	1	en	9	33	3	B	1, 6, 7, 9, 14, 16, 19, 25, 30, 33
9	6	1	met	5	33	1	B	0, 5, 9, 13, 19, 24, 27, 30, 32
8	3	1	dat	14	27	2	A	8, 9, 14, 16, 18, 26, 28, 34
7	4	1	klein	10	20	1	B	6, 9, 10, 11, 14, 16, 25
7	4	1	tafel	13	28	2	A	3, 9, 13, 19, 21, 24, 30
6	1	1	heel	10	16	1	A	9, 10, 11, 13, 19, 24
5	5	1	zitten	3	29	1	B	2, 3, 6, 7, 30
3	3	1	waar	20	23	1	A	9, 20, 31
2	2	1	dan	9	10	1	B	0, 9
2	2	1	deze	9	10	1	B	0, 9
2	2	1	staart	33	28	1	B	6, 33
2	1	1	zo'n	9	4	1	B	6, 9

